"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT","FA","ID","MS","TL","VI"
"TID_NEWS_SPELLS_TEXT","Lightning Spell\n* Lightning Spell level 7 ravages buildings and troops alike\n* Increased damage for Lightning Spell levels 5 and 6\n* Lightning Spell bolts now strike closer together to miss less often\n\nPoison Spell\n* Troops in Poison Spells now take less damage at first, but much more over time\n* Poison Spell damage now increases to huge amounts and lingers after leaving the spell\n* Poison Spells now also reduce the attack rate of defending Troops\n\nEarthquake Spell\n* Earthquake Spells deal much more damage, regardless of a building's current hitpoints\n* Repeated Earthquake Spells now deal diminishing damage to the same buildings\n* Four Earthquake Spells will still always destroy any level of Wall!","Sort de foudre\n* Le sort de foudre de niveau 7 dévaste les bâtiments comme les troupes.\n* Les dégâts des sorts de foudre de niveaux 5 et 6 sont plus élevés.\n* Les éclairs lancés par les sorts de foudre sont plus rapprochés pour une meilleure précision.\n\nSort d'empoisonnement\n* Les troupes prises dans un sort d'empoisonnement subissent des dégâts accrus avec le temps.\n* Les dégâts des sorts d'empoisonnement peuvent désormais augmenter énormément et persistent après avoir quitté la zone.\n* Les sorts d'empoisonnement peuvent également réduire le taux d'attaques des troupes défensives.\n\nSort sismique\n* Les sorts sismiques infligent beaucoup plus de dégâts, quels que soient les points de santé des bâtiments.\n* Les sorts sismiques à répétition infligent désormais de moins en moins de dégâts aux même bâtiments.\n* Quatre sorts sismiques suffisent toujours à détruire les remparts de tout niveau !","Blitzzauber\n* Der Blitzzauber auf Level 7 verwüstet sowohl Gebäude als auch Truppen.\n* Mehr Schaden durch Blitzzauber auf Level 5 und 6.\n* Blitzzauber schlagen jetzt enger zusammen ein und verfehlen nicht mehr so leicht.\n\nGiftzauber\n* Truppen in einer Giftwolke nehmen zuerst weniger Schaden, der sich aber mit der Zeit immer mehr verstärkt.\n* Der Schaden durch Giftzauber wurde stark erhöht und hält noch nach dem Abklingen des Zaubers an.\n* Giftzauber reduzieren jetzt außerdem die Angriffsgeschwindigkeit verteidigender Truppen.\n\nErdbebenzauber\n* Erdbebenzauber fügen jetzt viel mehr Schaden zu, ungeachtet der aktuellen TP eines Gebäudes\n* Wiederholte Erdbebenzauber verursachen bei denselben Gebäuden jetzt weniger Schaden.\n* Vier Erdbebenzauber zerstören auch weiterhin jede Mauer!","Hechizo de rayo:\n* El hechizo de rayo de nivel 7 arrasa igualmente con tropas y edificios.\n* Se ha aumentado el daño del hechizo de rayo de niveles 5 y 6.\n* Ahora los rayos se lanzan más juntos para mejorar la puntería.\n\nHechizo de veneno:\n* Al principio, este hechizo no afectará tanto a las tropas, pero infligirá cada vez más daño.\n* Puede llegar a infligir un gran daño que perdura incluso después de disiparse el hechizo.\n* Este hechizo reduce el porcentaje de ataque de las tropas defensivas.\n\nHechizo de terremoto:\n* Este hechizo inflige mucho más daño, independientemente de los puntos de vida actuales del edificio.\n* Lanzar más hechizos de terremoto contra los mismos edificios inflige menos daño.\n* Cualquier muro se podrá destruir con cuatro hechizos de terremoto.","Incantesimo Fulmine\n* L'incantesimo Fulmine di livello 7 colpisce sia edifici che truppe\n* Danno aumentato per l'incantesimo Fulmine di livello 5 e 6\n* Le saette dell'incantesimo Fulmine ora colpiscono un'area più ristretta e mancano il bersaglio più raramente\n\nIncantesimo Veleno\n* Le truppe colpite dall'incantesimo Veleno ora subiscono meno danni inizialmente, ma molti più danni con il passare del tempo\n* Il danno dell'incantesimo veleno ora aumenta fino a livelli altissimi e permane dopo che la truppa si allontana dall'area di effetto\n* L'incantesimo Veleno ora riduce la frequenza di attacco delle truppe in difesa\n\nIncantesimo Terremoto\n* L'incantesimo Terremoto ora infligge molto più danno, a prescindere dai punti ferita attuali dell'edificio\n* Più incantesimi Terremoto ora infliggono danni decrescenti agli stessi edifici\n* Quattro incantesimi Terremoto sono ancora sufficienti a distruggere qualsiasi muro!","Bliksemspreuk\n*Een level 7 bliksemspreuk beschadigt zowel gebouwen als troepen\n* Bliksemspreuken van levels 5 en 6 veroorzaken meer schade\n* De schichten van de bliksemspreuk slaan nu dichter bij elkaar in, zodat ze minder vaak missen\n\nGifspreuk\n* Troepen die zich in een gifwolk bevinden, lopen aanvankelijk minder schade op, maar gaandeweg meer\n* Schade van gifspreuken neemt nu enorm toe en blijft voortduren nadat de wolk is opgelost\n* Gifspreuken verminderen nu ook de aanvalssnelheid van verdedigingstroepen\n\nAardbevingspreuk\n* Aardbevingsspreuken veroorzaken veel meer schade, ongeacht het aantal levenspunten van een gebouw\n* Herhaalde aardbevingsspreuken veroorzaken nu minder schade aan dezelfde gebouwen\n* Vier aardbevingsspreuken vernietigen altijd elke willekeurige muur!","Lynformel\n*Lynformel på nivå 7 rammer både bygninger og tropper\n*Lynformler på nivå 5 og 6 påfører mer skade\n*Lynnedslag fra lynformler treffer nå nærmere og bommer sjeldnere\n\nGiftformel\n*Tropper rammet av giftformler blir mer sårbare over tid\n*Skade etter giftformler øker nå til store mengder og henger igjen etter at rammede tropper forlater formelen\n*Giftformler reduserer nå dessuten angrepsraten til forsvarstropper\n\nJordskjelvformel\n*Jordskjelvformler påfører nå mer skade, uavhengig av en bygnings gjeldende treffpoeng\n*Påfølgende jordskjelvformler påfører mindre og mindre skade på samme bygninger\n*Fire jordskjelvformler ødelegger alltid en mur, uavhengig av murens nivå!","Feitiço de Relâmpago\n* O Feitiço de Relâmpago nível 7 assola estruturas e tropas da mesma forma\n* O dano do Feitiço de Relâmpago para os níveis 5 e 6 aumentou\n* Os raios do Feitiço de Relâmpago agora surgem mais próximos uns dos outros para ter mais acertos\n\nFeitiço de Veneno\n* Agora as Tropas em Feitiços de Veneno sofrem menos dano no início, mas muito mais no decorrer do tempo\n* O dano do Feitiço de Veneno agora aumenta enormemente e permanece por mais tempo depois do feitiço acabar\n* Os Feitiços de Veneno agora também reduzem a taxa de ataque de tropas de defesa\n\nFeitiço de Terremoto\n* Os Feitiços de Terremoto causam muito mais dano, independentemente dos pontos de vida da estrutura\n* Feitiços de Terremoto repetidos agora causam dano reduzido às mesmas estruturas\n* Quatro Feitiços de Terremoto sempre destruirão qualquer nível de muro!","Yıldırım Büyüsü\n* 7. seviye Yıldırım Büyüsü benzer yapı ve birlikleri yağmalar\n* 5. ve 6. seviye Yıldırım Büyüsü için artırılmış hasar\n* Yıldırım Büyüleri artık daha yakından vurarak hedefi daha az kaçırıyor\n\nZehir Büyüsü\n* Zehir Büyüsü altına giren Birlikler artık başta daha az hasar alsa da zamanla bu hasar artıyor\n* Zehir Büyüsü hasarı artık çok daha artıyor ve büyünün etkisi altından çıktıktan sonra da kalıyor\n* Zehir Büyüleri artık savunma Birliklerinin saldırı oranını da düşürebiliyor\n\nDeprem Büyüsü\n* Deprem Büyüleri binanın o anki isabet puanlarına bakmaksızın çok daha fazla zarar veriyor\n* Tekrarlanan Deprem Büyüleri artık aynı binalara azalan hasar veriyor\n* Dört Deprem Büyüsü hala her seviyedeki Duvarı yok edebiliyor!","「ライトニング」の呪文\n* レベル 7 の「ライトニング」の呪文は、建物とユニットに同様のダメージを与えるようになりました。\n* レベル 5 と レベル 6 の「ライトニング」の呪文が強力になりました。\n* 「ライトニング」の呪文のボルト同士が密集して発生するようになり、以前よりも狙った場所に当てやすくなりました。\n\n「ポイズン」の呪文\n* 毒の雲に包まれたユニットが最初に受けるダメージが低くなりましたが、時間が経つほど以前よりも大きなダメージを受けるようになりました。\n* 「ポイズン」の呪文のダメージが上昇し、効果時間も長くなりました。\n* 「ポイズン」の呪文で敵ユニットの攻撃速度を低下させるようになりました。\n\n「アースクエイク」の呪文\n「アースクエイク」の呪文のダメージが、建物の残りヒットポイントに関わらず大きくなりました。\n* 同じ建物を繰り返し「アースクエイク」の呪文で攻撃した場合、ダメージが減少するようになりました。\n* 「アースクエイク」の呪文 4 発で全てのレベルの壁を必ず破壊できるところはこれまで通りです！","雷电法术\n* 新增7级雷电法术，既可以用来摧毁建筑，也可以消灭敌军哦！\n* 提高了第5级和第6级雷电法术的总伤害\n* 雷电法术现在攻击更精准，范围更集中了哦\n\n毒药法术\n* 被毒药法术击中的部队在刚开始受到的伤害较小，但随着时间推移伤害会逐渐加深\n* 大幅度提高了毒药法术的伤害，并且部队在离开法术范围后仍会受到持续伤害\n* 毒药法术现在还可以减缓敌方部队的攻击速度哦\n\n地震法术\n* 地震法术所带来的伤害更高了，且建筑物当前生命值对法术伤害值没有影响哦\n* 对同一建筑重复使用地震法术，造成的伤害将会递减\n* 投掷四次地震法术依然可以摧毁任意等级的城墙哦！","번개 마법\n* 번개 마법 7레벨이 건물과 병력에 똑같이 피해를 줍니다\n* 번개 마법 레벨 5, 6의 피해량이 늘어납니다.\n* 번개 마법의 벼락이 더 촘촘하게 떨어져 명중률이 높아집니다.\n\n독 마법\n* 독 마법 범위 안의 병력은 이제 처음에는 더 낮은 피해를 입지만, 시간이 지날수록 피해량이 증가합니다.\n* 독 마법의 피해량이 대폭 증가하며, 마법이 중단된 후에도 한동안 효과가 남습니다.\n* 독 마법이 방어 병력의 공격 속도를 낮춥니다.\n\n지진 마법\n* 지진 마법이 건물의 현재 HP와 관계 없이 더 많은 피해를 줍니다.\n* 같은 건물에 지진 마법을 반복 사용하면 피해량이 줄어듭니다.\n* 전과 마찬가지로, 지진 마법 네 번이면 어떤 장벽이든 파괴할 수 있습니다!","Молниеносное заклинание\n* На 7 уровне молниеносное заклятие одинаково вредит и войскам и зданиям\n* Увеличен урон от молниеносного заклинания 5 и 6 уровней\n* Молнии теперь бьют ближе друг к другу, чтобы ничего не пропустить\n\nЯдовитое заклинание\n* Теперь в облаке яда войска сначала получают меньше урона, но со временем он становится больше\n* Ядовитое заклинание теперь наносит куда больше урона и преследует отступающих\n* Ядовитое заклинание также снижает скорость атаки защищающихся\n\nЗемлетрясущее заклинание\n* Землетрясущее заклинание теперь наносит куда больше урона вне зависимости от стойкости здания\n* При наложении землетрясущего заклинания на то же здание урон снижается\n* Четыре землетрясущих заклинания все так же сметут любые стены!","سحر البرق\n* سحر البرق من المستوى 7 تتلف المباني والقوات على حد سواء\n* ضرر متزايد لسحر البرق من المستوى 5 و6\n* صواعق سحر البرق يضرب بالقرب من بعضها لتقليل الخطأ\n\nالسحر السام\n* القوات في السحر السام تتلقى الآن ضررًا أقل في البداية، لكن أكثر بكثير بمرور الوقت\n* ضرر السحر السام يتزايد الآن بكميات ضخمة ويستمر بعد الخروج من السحر\n* يقلل السحر السام الآن أيضًا معدل الهجوم للقوات المدافعة\n\nسحر الزلزال\n* يسبب سحر الزلزال ضررًا أكبر بكثير، بغض النظر عن نقاط الإصابة الحالية للمبنى\n* تسبب عناصر سحر الزلزال المتكررة الآن ضررًا ساحقًا للمباني نفسها\n* أربع عناصر لسحر الزلزال ستظل قادرة على تدمير الجدار من أي مستوى!","雷電法術\n* 雷電法術等級 7 可對建築物和部隊帶來同樣的傷害\n* 增加雷電法術等級 5 和 6 的攻擊力\n* 雷電法術的閃電將更加精準而且集中\n\n施毒法術\n* 在施毒法術裡的部隊在一開始將受到較少的傷害，但會隨著時間而逐漸增加。\n* 施毒法術所造成的傷害效果將大量增加並在施展法術後繼續留滯。\n* 施毒法術現也對防禦部隊減少攻擊速度\n\n地震法術\n* 地震法術所造成的傷害會更大，無論建築物當時的生命值有多少。\n* 重複對同一棟建築物使用地震將逐漸減少傷害\n* 4 次地震法術鐵定能摧毀任何等級的墻壁！","طلسم رعد و برق\n* طلسم رعد و برق سطح 7، ساختمان‌ها و نیروها را همانند هم ویران می‌کند\n* آسیب افزایش یافته برای طلسم رعد و برق سطح 5 و 6\n* توپ‌های طلسم رعد و برق اکنون برای خطای کمتر اغلب نزدیک‌تر به یکدیگر اصابت می‌کنند.\n\nطلسم سمی\n* نیروها اکنون در طلسم سمی در ابتدا آسیب کمتری می‌بینند، اما پس از گذشت زمان این آسیب بیشتر می‌شود\n* آسیب طلسم سمی اکنون به مقدار زیادی افزایش یافته است و پس از از بین رفتن طلسم همچنان باقی می‌ماند\n* طلسم سمی اکنون میزان حمله نیروهای دفاعی را نیز کاهش می‌دهد\n\nطلسم زلزله\n* طلسم زلزله صرفنظر از نقاط ضربه کنونی ساختمان، آسیب بیشتری وارد می‌کند\n* طلسم زلزله تکرار شده اکنون آسیب کمتری به ساختمان‌های مشابه وارد می‌کند\n* چهار طلسم زلزله همیشه هر نوع سطح دیواری را همچنان نابود خواهد کرد!","Mantra Kilat\n* Mantra Kilat level 7 merusak bangunan dan peleton\n* Tambahan kerusakan untuk Mantra Kilat level 5 dan 6\n* Petir Mantra Kilat kini menyambar lebih dekat bersama-sama agar tidak sering meleset\n\nMantra Racun\n* Peleton dalam Mantra Racun kini awalnya menanggung sedikit kerusakan, tapi bertambah banyak seiring waktu\n* Kerusakan Mantra Racun kini bertambah besar dan tetap ada setelah mantra ditinggalkan\n* Mantra Racun kini juga mengurangi laju serangan Peleton yang bertahan\n\nMantra Gempa Bumi\n* Mantra Gempa Bumi jauh lebih merusak, tidak peduli HP bangunan saat ini\n* Mantra Gempa Bumi berulang kini memberikan kerusakan yang senantiasa berkurang pada bangunan yang sama\n* Empat Mantra Gempa Bumi masih akan selalu menghancurkan Tembok level berapa pun!","Sihir Kilat\n* Sihir Kilat tahap 7 menaikkan bangunan dan askar sepertinya\n*Kerosakan bertambah untuk Sihir Kilat tahap 5 dan 6\n*Sihir Kilat kini kena lebih dekat bersama untuk terlepas kurang kerap\n\nSihir Beracun\n*Askar dalam Sihir Bercun kini menyebabkan kurang kerosakan pada awalnya, tetapi semakin lama lebih banyak\n*Kerosakan Sihir Beracun kini bertambah kepada amaun besar dan berkeliaran selepas meninggalkan sihir\n*Sihir Beracun kini juga mengurangkan kadar serangan bagi Askar pertahanan\n\nSihir Gempa Bumi\n*Sihir Gempa Bumi menyebabkan lebih banyak kerosakan, tidak kira mata hit semasa bangunan\n*Sihir Gempa Bumi berulang kini menyebabkan kerosakan besar pada bangunan yang sama\n*Empat Sihir Gempa Bumi masih akan sentiasa menghapuskan sebarang tahap Benteng!","Lightning Spell\n* Ang Lightning Spell level 7 ay magagamit para sa mga building at troop\n* Tinaasan ang damage para sa Lightning Spell level 5 at 6\n* Mas magkakalapit na ngayon ang pagtama ng mga Lightning Spell bolt para hindi masyadong magmintis ang mga ito\n\nPoison Spell\n* Mas mahina na ngayon ang damage sa mga troop na apektado ng mga Poison Spell sa umpisa, pero mas malakas na ngayon ang damage ng mga ito habang tumatagal\n* Napakalakas na ngayon ng damage ng Poison Spell habang tumatagal, at may epekto pa rin ito kahit umalis sa sakop nito\n* Binabawasan na rin ngayon ng mga Poison Spell ang attack rate ng mga dumedepensang Troop\n\nEarthquake Spell\n* Mas malakas na ang damage ng mga Earthquake Spell, anuman ang kasalukuyang hitpoints ng isang building\n* Humihina na ngayon ang damage ng mga Earthquake Spell kung paulit-ulit na gagamitin ang mga ito laban sa pare-parehong building\n* Magigiba pa rin ang anumang level ng Wall kapag ginamitan ng apat na Earthquake Spell!","Thần chú Sấm sét\n* Thần chú Sấm sét cấp 7 tàn phá cả nhà lẫn binh lính\n* Mức sát thương cho Thần chú Sấm sét cấp 5 và 6 được tăng lên\n* Những tia sét của Thần chú Sấm sét nay đã có thể bắn gần nhau hơn để ít trượt hơn\n\nThần chú Độc dược\n* Các binh lính bên trong Thần chú Độc dược nay có thể chịu ít sát thương hơn vào ban đầu, nhưng sẽ tăng lên theo thời gian\n* Sát thương của Thần chú Độc dược nay đã tăng lên rất lớn và còn đọng lại sau khi được thoát khỏi thần chú\n* Thần chú Độc dược nay cũng giảm tốc độ tấn công của các Binh lính phòng thủ\n\nThần chú Động đất\n* Thần chú Động đất gây sát thương lớn hơn rất nhiều, không phụ thuộc vào lượng máu hiện tại của nhà\n* Thần chú Động đất lặp lại gây thiệt hạn ít hơn cho cùng tòa nhà\n* Bốn câu Thần chú Động đất vẫn sẽ chắc chắn phá hủy Tường thành ở bất kỳ cấp nào!"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","關注官方認證微信服務號coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Your village progress can be accessed by installing, and launching Clash of Clans from <APP_STORE> Android App Store.","Pour accéder à la progression de votre village, installez puis lancez Clash of Clans depuis l'App Store Android <APP_STORE>.","Du kannst den Fortschritt deines Dorfs aufrufen, indem du Clash of Clans aus dem Android-App-Store <APP_STORE> installierst und startest.","Instala Clash of Clans desde la tienda de aplicaciones para Android <APP_STORE> y ejecuta el juego para recuperar el progreso de tu aldea.","È possibile accedere ai progressi del tuo villaggio installando e avviando Clash of Clans dall'App Store di Android <APP_STORE>.","Je hebt toegang tot de voortgang van je dorp door Clash of Clans te installeren en te starten vanuit de <APP_STORE> Android App Store.","Du kan få tilgang til landsbyens fremdrift ved å installere og starte Clash of Clans fra <APP_STORE> Android-appbutikken.","O progresso da sua vila pode ser acessado após a instalação e inicialização do Clash of Clans pela <APP_STORE> Android App Store.","Köy ilerlemene <APP_STORE> Android App Store'dan Clash of Clans'i indirip başlatarak erişebilirsin.","Android用のアプリストア（<APP_STORE>）からクラッシュ・オブ・クランをインストールして起動すると、自分の村のデータにアクセスできます。","您之前的村庄是从<APP_STORE>下载的，请回到该安卓应用商店安装部落冲突，登录正确的账号和密码，您就可以加载您的村庄了。","<APP_STORE> Android 앱 스토어에서 클래시 오브 클랜을 다운로드 및 설치해 실행하면 마을의 진행 상태를 확인할 수 있습니다.","В сохраненную деревню можно войти, скачав Clash of Clans из <APP_STORE> Android App Store.","يمكن الوصول إلى تقدم قريتك بتثبيت وإطلاق Clash of Clans من <APP_STORE> Android App Store.","您之前的村莊是從<APP_STORE>下載的，請回到該安卓應用商店安裝部落衝突，登入正確的帳號和密碼，您就可以載入您的村莊了。","پیشرفت دهکده شما می تواند از طریق نصب و راه‌اندازی جنگ قبایل از <APP_STORE> فروشگاه برنامه Android قابل دسترسی باشد.","Kemajuan desamu dapat diakses dengan memasang dan membuka Clash of Clans dari <APP_STORE> Android App Store.","Perkembangan kampung anda boleh diakses dengan memasang, dan melancarkan Clash of Clans dari <APP_STORE> Gedung Aplikasi Android.","Pwedeng ma-access ang progress ng village mo sa pamamagitan ng pag-install at pag-launch ng Clash of Clans mula sa <APP_STORE> Android App Store.","Có thể truy cập vào tiến trình làng của bạn bằng cách cài đặt và mở Clash of Clans từ Android App Store <APP_STORE>."
"TID_KUNLUN_APP_STORE_360","360","360","360","360","360","360","360","360","360","360","360手机助手","360","360","360","360手機助手","360","360","360","360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi","安智市场","Anzhi","Anzhi","Anzhi","安智市場","Anzhi","Anzhi","Anzhi","Anzhi","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu","Baidu","Baidu","Baidu","Baidu","Baidu","Baidu","Baidu","Baidu","Baidu","百度手机助手","Baidu","Baidu","Baidu","百度手機助手","Baidu","Baidu","Baidu","Baidu","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei","Huawei","Huawei","Huawei","Huawei","Huawei","Huawei","Huawei","Huawei","Huawei","华为游戏中心","Huawei","Huawei","Huawei","華為遊戲中心","Huawei","Huawei","Huawei","Huawei","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","昆仑游戏官方网站","Kunlun Landing Page","Kunlun Landing Page","Kunlun Landing Page","崑崙遊戲官方網站","صفحه فرود Kunlun","Laman Landas Kunlun","Halaman Pendaratan Kunlun","Landing Page ng Kunlun","Trang Đích Kunlun"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo","联想乐商店","Lenovo","Lenovo","Lenovo","聯想樂商店","Lenovo","Lenovo","Lenovo","Lenovo","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo","Oppo","Oppo","Oppo","Oppo","Oppo","Oppo","Oppo","Oppo","Oppo","OPPO应用商店","Oppo","Oppo","Oppo","OPPO應用商店","Oppo","Oppo","Oppo","Oppo","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","九游游戏中心","UC","UC","UC","九遊遊戲中心","UC","UC","UC","UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo","Vivo","Vivo","Vivo","Vivo","Vivo","Vivo","Vivo","Vivo","Vivo","vivo应用商店","Vivo","Vivo","Vivo","vivo應用商店","Vivo","Vivo","Vivo","Vivo","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia","豌豆荚","Wandoujia","Wandoujia","Wandoujia","豌豆莢","Wandoujia","Wandoujia","Wandoujia","Wandoujia","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi","小米应用商店","Xiaomi","Xiaomi","Xiaomi","小米應用商店","Xiaomi","Xiaomi","Xiaomi","Xiaomi","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","Donate Troops:","Donner des troupes :","Truppen spenden:","Donar tropas:","Dona truppe:","Troepen doneren:","Gi bort soldater:","Doar tropas:","Birlik Bağışı Yap:","ユニットを寄付：","增援部队：","병력 지원:","Пожертвовать войска:","التبرع بالقوات:","增援部隊：","اهدای نیرو:","Sumbangkan Peleton:","Derma Askar:","Mag-donate ng mga Troop:","Đóng góp Binh lính:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","Donate Spells:","Donner des sorts :","Zauber spenden:","Donar hechizos:","Dona incantesimi:","Spreuken doneren:","Gi bort formler:","Doar feitiços:","Büyü Bağışı Yap:","呪文を寄付：","增援法术：","마법 지원:","Пожертвовать заклинания:","التبرع بالعناصر السحرية:","增援法術：","اهدای طلسم:","Sumbangkan Mantra:","Derma Sihir:","Mga Na-donate na Troop at Spell:","Đóng góp Thần chú:"
"TID_ALLIANCE_DONATE_DONATED","Donated Troops and Spells:","Donner des troupes et des sorts :","Truppen und Zauber spenden:","Tropas y hechizos donados:","Dona truppe e incantesimi:","Gedoneerde troepen en spreuken:","Donerte tropper og formler:","Tropas e feitiços doados:","Bağışlanan Birlik ve Büyüler:","ユニットと呪文を寄付：","增援的部队和法术：","병력 및 마법 지원:","Пожертвованные войска и заклинания:","القوات والعناصر السحرية المُتبرع بها:","已增援的部隊和法術：","نیروها و طلسم‌های اهدا شده:","Sumbangan Peleton dan Mantra:","Askar dan Sihir yang Didermakan:","Mga Na-donate na Troop at Spell:","Binh lính và Thần chú đã đóng góp:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","Donated Troops:","Troupes données :","Gespendete Truppen:","Tropas donadas:","Truppe donate:","Gedoneerde troepen:","Donerte tropper:","Tropas doadas:","Bağışlanan Birlikler:","援軍：","增援的部队：","병력 지원:","Пожертвованные войска:","القوات المتبرع بها:","增援的部隊：","نیروهای اهدا شده:","Sumbangan Peleton:","Askar yang Didermakan:","Mga Na-donate na Troop:","Binh lính đã đóng góp:"
"TID_OBSTACLE_HALLOWEEN2015","Halloween Cauldron","Chaudron d'Halloween","Halloween-Kessel","Caldero de Halloween","Calderone di Halloween","Halloweenketel","Halloween-gryte","Caldeirão do Halloween","Cadılar Bayramı Kazanı","ハロウィーンの大釜","万圣节坩埚","할로윈 가마솥","Хэллоуинский котел","مرجل الهالوين","萬聖節魔法鍋","دیگ هالووین","Kuali Halloween","Kawah Halloween","Halloween Cauldron","Vạc Halloween"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","More info","Plus d'infos","Mehr Infos","Información","Altre info","Meer info","Mer info","Mais informações","Daha fazla bilgi","詳しく","更多信息","추가 정보","Подробнее","المزيد من المعلومات","更多資訊","اطلاعات بیشتر","Info selengkapnya","Maklumat lanjut","Karagdagang impormasyon","Thêm thông tin"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Contact Support","Contacter l'assistance","Support kontaktieren","Asistencia técnica","Contatta l´Assistenza","Contact met ondersteuning opnemen","Kontakt brukerstøtte","Contato com o suporte","Destek ile İletişime Geç","サポートに連絡","联系支持团队","고객지원 팀에 문의","Связь с поддержкой","الاتصال بالدعم","聯絡支援團隊","تماس با مرکز پشتیبانی","Hubungi Dukungan","Hubungi Sokongan","Makipag-ugnayan sa Support","Liên hệ Hỗ trợ"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Player Support","Service d'assistance","Spielersupport","Asistencia al jugador","Assistenza giocatore","Spelersondersteuning","Spillerstøtte","Suporte ao jogador","Oyuncu Desteği","プレイヤーサポート","玩家支持","플레이어 지원","Поддержка","دعم اللاعب","玩家支援","مرکز پشتیبانی بازیکنان","Dukungan Pemain","Sokongan Pemain","Support para sa Player","Hỗ trợ Người chơi"
